source_file	source_root	file_kind	selection	selected_roots	direct_importers	active_imports	active_subfiles	commented_subfiles	direct_subfile_importers	commented_imports	substantive	prose_words	headings	construct_counts	labels	named_items	coverage_status	coverage_basis	formalolp_evidence	formal_declarations	audit_note
first-order-logic/sequent-calculus/provability-consistency.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	156	\usetoken{S	prop=4;prob=1;proof=4;prooftree=4	prop:provability-contr;prop:prov-incons;prop:explicit-inc;prop:provability-exhaustive	prop:_#prop:provability-contr;prop:_#prop:prov-incons;prop:_#prop:explicit-inc;prop:_#prop:provability-exhaustive	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/provability-propositional.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	99	\usetoken{S	prop=3;proof=3;explain=1;prooftree=6	prop:provability-land;prop:provability-land-left;prop:provability-land-right;prop:provability-lor;prop:provability-lif;prop:provability-lif-left;prop:provability-lif-right	prop:_#prop:provability-land,prop:provability-land-left,prop:provability-land-right;prop:_#prop:provability-lor;prop:_#prop:provability-lif,prop:provability-lif-left,prop:provability-lif-right	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/provability-quantifiers.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	73	\usetoken{S	thm=1;prop=1;proof=2;explain=1;prooftree=2	thm:strong-generalization;prop:provability-quantifiers	thm:_#thm:strong-generalization;prop:_#prop:provability-quantifiers	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/proving-things-quant.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	321	\usetoken{P	ex=1;prob=2;prooftree=4	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/proving-things.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	736	Examples of \usetoken{P	ex=4;prob=3;prooftree=18	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/quantifier-rules.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	238	Quantifier Rules;Rules for $\lforall$;Rules for $\lexists$	explain=2;defish=2;prooftree=2	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/rules-and-proofs.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	265	Rules and \usetoken{P	defn=2;explain=1	-	defn:Sequent;defn:Initial Sequent	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/sequent-calculus.tex	first-order-logic	chapter	selected	first-order-logic;propositional-logic	first-order-logic/first-order-logic.tex;propositional-logic/propositional-logic.tex	14	0	0	-	0	yes	45	fol;pl	editorial=1	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/sequent-calculus/soundness-identity.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	137	Soundness with \usetoken{S	prop=1;proof=1	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/soundness.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	1193	Soundness	defn=1;thm=1;cor=3;prob=2;proof=3;explain=1;prooftree=10	thm:sequent-soundness;cor:weak-soundness;cor:entailment-soundness;cor:consistency-soundness	thm:Soundness#thm:sequent-soundness;cor:_#cor:weak-soundness;cor:_#cor:entailment-soundness;cor:_#cor:consistency-soundness	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/sequent-calculus/structural-rules.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/sequent-calculus/sequent-calculus.tex	0	0	0	-	0	yes	121	Structural Rules;Weakening;Contraction;Exchange	defish=4	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/assignments.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/semantics.tex;first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	0	-	0	yes	894	Variable Assignments	defn=2;prop=4;cor=1;prob=4;probtag=1;proof=5;explain=2	prop:valindep;prop:satindep;cor:sat-sentence;defn:satisfaction;defn:sat;prop:sentence-sat-true;prop:sat-quant	defn:_#defn:satisfaction;defn:_#defn:sat;prop:_#prop:valindep;prop:_#prop:satindep;prop:_#prop:sentence-sat-true;prop:_#prop:sat-quant;cor:_#cor:sat-sentence	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/covered-structures.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/semantics.tex;first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	0	-	0	yes	157	Covered \printtoken{P	defn=2;ex=1;prob=1;explain=1	-	defn:!!^{value} of closed terms;defn:Covered !!{structure}	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/extensionality.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/semantics.tex;first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	0	-	0	yes	335	Extensionality	prop=3;cor=1;prob=2;proof=4;explain=2	prop:extensionality;cor:extensionality-sent;prop:ext-terms;prop:ext-formulas	prop:Extensionality#prop:extensionality;prop:_#prop:ext-terms;prop:_#prop:ext-formulas;cor:Extensionality for !!^{sentence}s#cor:extensionality-sent	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/first-order-languages.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	581	First-Order Languages	ex=3;explain=3;intro=1	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/formation-sequences.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	774	Formation Sequences	defn=4;thm=1;prop=3;lem=1;ex=3;prob=3;proof=5;history=1	defn:string;defn:fseq-trm;defn:fseq-frm;prop:formed;lem:fseq-init;thm:fseq-frm-equiv;prop:fseq-trm-equiv;defn:minimal-fseq;prop:subformula-equivs	defn:Strings#defn:string;defn:Formation sequences for terms#defn:fseq-trm;defn:Formation sequences for formulas#defn:fseq-frm;defn:Minimal formation sequences#defn:minimal-fseq;thm:_#thm:fseq-frm-equiv;prop:_#prop:formed;prop:_#prop:fseq-trm-equiv;prop:_#prop:subformula-equivs;lem:_#lem:fseq-init	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/free-vars-sentences.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	299	Free \printtoken{P	defn=4;ex=1;prob=1	defn:free-occ	defn:Free occurrences of !!a{variable}#defn:free-occ;defn:Bound Variables;defn:Scope;defn:Sentence	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/intro-semantics.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/semantics.tex	0	0	0	-	0	yes	295	Introduction	-	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/intro-syntax.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	182	Introduction	-	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/introduction.tex	first-order-logic	section	orphan_or_unselected	-	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	0	-	0	yes	475	Introduction	-	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/main-operator.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	290	\printtoken{S	defn=1;explain=2;table=1	def:main-op;tab:main-op	defn:!!^{main operator}#def:main-op	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/satisfaction.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/semantics.tex;first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	0	-	0	yes	1127	Satisfaction of \article{formula	defn=5;prop=2;ex=1;prob=3;proof=2;explain=4	defn:satisfaction;prop:sat-ex;prop:sat-all	defn:Variable Assignment;defn:!!^{value} of Terms;defn:$x$-Variant;defn:Satisfaction#defn:satisfaction;prop:_#prop:sat-ex;prop:_#prop:sat-all	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/semantic-notions.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/semantics.tex;first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	0	-	0	yes	385	Semantic Notions	defn=3;thm=1;prop=4;prob=1;probtag=1;proof=5;explain=1	prop:entails-unsat;thm:sem-deduction;prop:quant-terms	defn:Validity;defn:Entailment;defn:Satisfiability;thm:Semantic Deduction Theorem#thm:sem-deduction;prop:_#prop:entails-unsat;prop:_#prop:quant-terms	partial/weaker	manual_fragment_match	FormalOLP/FirstOrderLogic/SemanticNotions.lean	FormalOLP/FirstOrderLogic/SemanticNotions.lean:35-65	Sentence/theory semantics use Mathlib syntax and cover membership, monotonicity, negation-unsatisfiability, and deduction; term/formula-wide source API is absent.
first-order-logic/syntax-and-semantics/semantics.tex	first-order-logic	chapter	selected	first-order-logic	first-order-logic/first-order-logic.tex	7	0	0	-	0	no	6	fol	-	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/syntax-and-semantics/structures.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/semantics.tex;first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	0	0	0	-	0	yes	420	\printtoken{P	defn=1;ex=2;explain=1;digress=1	-	defn:!!^{structure}s	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/subformulas.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	384	\printtoken{P	defn=3;prop=2;prob=2;explain=2	prop:subfrm-trans;prop:count-subfrms	defn:Immediate !!^{subformula};defn:Proper !!^{subformula};defn:!!^{subformula};prop:_#prop:subfrm-trans;prop:_#prop:count-subfrms	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/substitution.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	320	Substitution	defn=3;ex=1;explain=1	-	defn:Substitution in a term;defn:Substitution in !!a{formula}	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/syntax-and-semantics.tex	first-order-logic	chapter	orphan_or_unselected	-	-	15	0	0	-	0	no	4	fol	-	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/syntax-and-semantics/syntax.tex	first-order-logic	chapter	selected	first-order-logic	first-order-logic/first-order-logic.tex	9	0	0	-	0	no	6	fol	-	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/syntax-and-semantics/terms-formulas.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	789	Terms and \printtoken{P	defn=4;lem=2;prob=1;explain=2;intro=1	defn:terms;defn:formulas;lem:trmind;thm:frmind	defn:Terms#defn:terms;defn:Formulas#defn:formulas;defn:Syntactic identity;lem:\emph{Principle of induction on terms}#lem:trmind;lem:\emph{Principle of induction on !!{formula}s}#thm:frmind	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/syntax-and-semantics/unique-readability.tex	first-order-logic	section	selected	first-order-logic	first-order-logic/syntax-and-semantics/syntax-and-semantics.tex;first-order-logic/syntax-and-semantics/syntax.tex	0	0	0	-	0	yes	720	Unique Readability	defn=1;prop=2;lem=2;prob=3;proof=4;explain=1;quote=1	lem:no-prefix;prop:unique-atomic	defn:Proper prefix;prop:_#prop:unique-atomic;prop:Unique Readability;lem:_#lem:no-prefix	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/derivations.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	347	\usetoken{P	defn=1;ex=1;explain=1	-	defn:!!^{tableau}	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/identity.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	160	\usetoken{P	ex=1;prob=1;defish=1;oltableau=3	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/proof-theoretic-notions.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	355	Proof-Theoretic Notions	defn=3;prop=5;prob=2;proof=5;explain=1;editorial=1;oltableau=1	prop:reflexivity;prop:monotonicity;prop:transitivity;prop:incons;prop:proves-compact	defn:Theorems;defn:!!^{derivability};defn:Consistency;prop:Reflexivity#prop:reflexivity;prop:Monotonicity#prop:monotonicity;prop:Transitivity#prop:transitivity;prop:_#prop:incons;prop:Compactness#prop:proves-compact	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/propositional-rules.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	56	Propositional Rules;Rules for $\lnot$;Rules for $\land$;Rules for $\lor$;Rules for $\lif$;The Cut Rule	defish=5	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/provability-consistency.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	510	\usetoken{S	prop=4;prob=1;proof=4	prop:provability-contr;prop:prov-incons;prop:explicit-inc;prop:provability-exhaustive	prop:_#prop:provability-contr;prop:_#prop:prov-incons;prop:_#prop:explicit-inc;prop:_#prop:provability-exhaustive	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/provability-propositional.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	136	\usetoken{S	prop=3;proof=3;explain=1;oltableau=9	prop:provability-land;prop:provability-land-left;prop:provability-land-right;prop:provability-lor;prop:provability-lif;prop:provability-lif-left;prop:provability-lif-right	prop:_#prop:provability-land,prop:provability-land-left,prop:provability-land-right;prop:_#prop:provability-lor;prop:_#prop:provability-lif,prop:provability-lif-left,prop:provability-lif-right	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/provability-quantifiers.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	142	\usetoken{S	thm=1;prop=1;proof=2;explain=1;oltableau=2	thm:strong-generalization;prop:provability-quantifiers	thm:_#thm:strong-generalization;prop:_#prop:provability-quantifiers	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/proving-things-quant.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	544	\usetoken{P	ex=3;prob=2;oltableau=15	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/proving-things.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	783	Examples of \usetoken{P	ex=3;prob=3;oltableau=14	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/quantifier-rules.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	218	Quantifier Rules;Rules for $\lforall$;Rules for $\lexists$	explain=2;defish=2;prooftree=1	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/rules-and-proofs.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	289	Rules and \usetoken{P	defn=1	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/soundness-identity.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	137	Soundness with \usetoken{S	prop=1;proof=1	-	-	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/soundness.tex	first-order-logic	section	selected	first-order-logic;propositional-logic	first-order-logic/tableaux/tableaux.tex	0	0	0	-	0	yes	881	Soundness	defn=1;thm=1;cor=3;prob=2;proof=3;explain=1	thm:tableau-soundness;cor:weak-soundness;cor:entailment-soundness;cor:consistency-soundness	thm:Soundness#thm:tableau-soundness;cor:_#cor:weak-soundness;cor:_#cor:entailment-soundness;cor:_#cor:consistency-soundness	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/tableaux/tableaux.tex	first-order-logic	chapter	selected	first-order-logic;propositional-logic	first-order-logic/first-order-logic.tex;propositional-logic/propositional-logic.tex	13	0	0	-	0	yes	27	fol;pl	editorial=1	-	-	structural-container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
history/biographies/alan-turing.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	480	Alan Turing	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/alfred-tarski.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	319	Alfred Tarski	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/alonzo-church.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	284	Alonzo Church	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/bertrand-russell.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	425	Bertrand Russell	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/biographies.tex	history	chapter	selected	history	history/history.tex	11	0	0	-	0	no	2	his	-	-	-	structural-container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
history/biographies/emmy-noether.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	489	Emmy Noether	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/ernst-zermelo.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	341	Ernst Zermelo	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/georg-cantor.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	245	Georg Cantor	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/gerhard-gentzen.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	399	Gerhard Gentzen	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/julia-robinson.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	638	Julia Robinson	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/kurt-goedel.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	461	"Kurt G\""odel"	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/biographies/rozsa-peter.tex	history	section	selected	history	history/biographies/biographies.tex	0	0	0	-	0	yes	498	R\'ozsa P\'eter	reading=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/history.tex	history	part	selected	history	content.tex	2	0	0	-	0	no	1	his	-	-	-	structural-container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
history/set-theory/cantor-plane.tex	history	section	selected	history	history/set-theory/set-theory.tex	0	0	0	-	0	yes	324	Cantor on the Line and the Plane	thm=1;proof=2	thm:cantorplane	thm:_#thm:cantorplane	missing	none	-	-	Substantive historical mathematics (theorem, definition, or worked analysis) has no active Lean declaration.
history/set-theory/hilbert-curve.tex	history	section	selected	history	history/set-theory/set-theory.tex	0	0	0	-	0	yes	818	Appendix: Hilbert's Space-filling Curves	defn=1	-	-	missing	none	-	-	Substantive historical mathematics (theorem, definition, or worked analysis) has no active Lean declaration.
history/set-theory/infinitesimals.tex	history	section	selected	history	history/set-theory/set-theory.tex	0	0	0	-	0	yes	449	Infinitesimals and Differentiation	quote=2	-	-	missing	none	-	-	Substantive historical mathematics (theorem, definition, or worked analysis) has no active Lean declaration.
history/set-theory/limits.tex	history	section	selected	history	history/set-theory/set-theory.tex	0	0	0	-	0	yes	423	Rigorous Definition of Limits	-	-	-	missing	none	-	-	Substantive historical mathematics (theorem, definition, or worked analysis) has no active Lean declaration.
history/set-theory/mythology.tex	history	section	selected	history	history/set-theory/set-theory.tex	0	0	0	-	0	yes	292	More Myth than History?	quote=1	-	-	non-formal-exposition	documentation_scope	-	-	Historical, biographical, or narrative material; no Lean theorem target is claimed.
history/set-theory/pathologies.tex	history	section	selected	history	history/set-theory/set-theory.tex	0	0	0	-	0	yes	633	Pathologies	quote=1	-	-	missing	none	-	-	Substantive historical mathematics (theorem, definition, or worked analysis) has no active Lean declaration.
history/set-theory/set-theory.tex	history	chapter	selected	history	history/history.tex	6	0	0	-	0	yes	20	his	editorial=1	-	-	structural-container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
incompleteness/arithmetization-syntax/arithmetization-syntax.tex	incompleteness	chapter	selected	incompleteness	incompleteness/incompleteness.tex	8	0	0	-	0	yes	14	inc	editorial=1	-	-	structural-container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
incompleteness/arithmetization-syntax/coding-formulas.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	227	Coding \printtoken{P	prop=4;prob=2;proof=4	prop:frm-primrec;prop:freeocc-primrec	prop:_#prop:frm-primrec;prop:_#prop:freeocc-primrec	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/arithmetization-syntax/coding-symbols.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	319	Coding Symbols	defn=2;prop=1;ex=1;explain=1	-	-	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/arithmetization-syntax/coding-terms.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	468	Coding Terms	prop=2;prob=1;proof=2;explain=1	prop:term-primrec;prop:num-primrec	prop:_#prop:term-primrec;prop:_#prop:num-primrec	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/arithmetization-syntax/introduction.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	689	Introduction	-	-	-	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/arithmetization-syntax/proofs-in-ax.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	858	Axiomatic \usetoken{P	defn=1;prop=2;ex=1;prob=1;proof=2;explain=2;derivation=1	prop:followsby	prop:_#prop:followsby	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/arithmetization-syntax/proofs-in-lk.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	834	\usetoken{P	defn=1;prop=3;ex=1;prob=1;proof=3;explain=2;prooftree=2	prop:followsby;prop:deriv	prop:_#prop:followsby;prop:_#prop:deriv	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/arithmetization-syntax/proofs-in-nd.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	1103	\usetoken{P	defn=1;prop=5;ex=1;prob=1;proof=5;explain=2;prooftree=2	prop:followsby;prop:deriv;prop:openassum;prop:prf-prim-rec	prop:_#prop:followsby;prop:_#prop:deriv;prop:_#prop:openassum;prop:_#prop:prf-prim-rec	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
incompleteness/arithmetization-syntax/substitution.tex	incompleteness	section	selected	incompleteness	incompleteness/arithmetization-syntax/arithmetization-syntax.tex	0	0	0	-	0	yes	94	Substitution	prop=2;prob=1;proof=2	prop:subst-primrec;prop:free-for	prop:_#prop:subst-primrec;prop:_#prop:free-for	missing	none	-	-	No active declaration covers this arithmetization, representability, provability, or incompleteness result.
