source_file	source_root	file_kind	source_unit	selection	selected_roots	direct_importers	active_imports	commented_imports	substantive	prose_words	headings	construct_counts	labels	named_items	unit_start_line	unit_end_line	file_lines	file_words	coverage_status	coverage_basis	formalolp_evidence	formal_declarations	audit_note
first-order-logic/axiomatic-deduction/soundness.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	501	Soundness	-	-	prob#1	114	116	144	938	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/soundness.tex	first-order-logic	unit	cor#1; label=cor:weak-soundness	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	501	Soundness	-	cor:weak-soundness	cor#1; label=cor:weak-soundness	119	122	144	938	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/axiomatic-deduction/soundness.tex	first-order-logic	unit	cor#2; label=cor:consistency-soundness	selected	first-order-logic;propositional-logic	first-order-logic/axiomatic-deduction/axiomatic-deduction.tex	0	0	yes	501	Soundness	-	cor:consistency-soundness	cor#2; label=cor:consistency-soundness	124	127	144	938	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/beyond/beyond.tex	first-order-logic	chapter	section	selected	first-order-logic	first-order-logic/first-order-logic.tex	7	0	yes	63	fol	editorial=1	-	-	1	35	36	112	structural_container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/beyond/higher-order-logic.tex	first-order-logic	section	section	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	801	Higher-Order logic	quote=1	-	-	1	125	126	1067	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/beyond/introduction.tex	first-order-logic	section	section	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	367	Overview	-	-	-	1	50	51	402	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/beyond/intuitionistic-logic.tex	first-order-logic	section	section	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	1290	Intuitionistic Logic	thm=4;proof=1	-	-	1	224	225	1762	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/beyond/intuitionistic-logic.tex	first-order-logic	unit	thm#1	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	1290	Intuitionistic Logic	-	-	thm#1	45	47	225	1762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/beyond/intuitionistic-logic.tex	first-order-logic	unit	thm#2	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	1290	Intuitionistic Logic	-	-	thm#2	117	124	225	1762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/beyond/intuitionistic-logic.tex	first-order-logic	unit	thm#3	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	1290	Intuitionistic Logic	-	-	thm#3	151	157	225	1762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/beyond/intuitionistic-logic.tex	first-order-logic	unit	thm#4	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	1290	Intuitionistic Logic	-	-	thm#4	172	175	225	1762	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/beyond/many-sorted-logic.tex	first-order-logic	section	section	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	402	Many-Sorted Logic	-	-	-	1	67	68	515	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/beyond/modal-logics.tex	first-order-logic	section	section	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	537	Modal Logics	quote=1	-	-	1	91	92	704	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/beyond/other-logics.tex	first-order-logic	section	section	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	249	Other Logics	-	-	-	1	42	43	281	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/beyond/second-order-logic.tex	first-order-logic	section	section	selected	first-order-logic	first-order-logic/beyond/beyond.tex	0	0	yes	1538	Second-Order logic	-	-	-	1	245	246	2079	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	thm=1;prop=2;lem=2;prob=8;proof=1	prop:fsat-ccs;lem:fsat-henkin;prop:fsat-instances;lem:fsat-lindenbaum;thm:compactness-direct	thm:Compactness#thm:compactness-direct;prop:_#prop:fsat-ccs;prop:_#prop:fsat-instances;lem:_#lem:fsat-henkin;lem:_#lem:fsat-lindenbaum	1	161	162	820	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prop#1; label=prop:fsat-ccs	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	prop:fsat-ccs	prop#1; label=prop:fsat-ccs	31	44	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#1	47	49	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#2	53	55	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	lem#1; label=lem:fsat-henkin	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	lem:fsat-henkin	lem#1; label=lem:fsat-henkin	59	62	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#3	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#3	66	70	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prop#2; label=prop:fsat-instances	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	prop:fsat-instances	prop#2; label=prop:fsat-instances	74	82	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#4	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#4	86	88	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	lem#2; label=lem:fsat-lindenbaum	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	lem:fsat-lindenbaum	lem#2; label=lem:fsat-lindenbaum	91	95	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#5	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#5	98	103	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#6	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#6	107	112	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	thm#1; label=thm:compactness-direct	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	thm:compactness-direct	thm#1; label=thm:compactness-direct	115	118	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#7	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#7	146	150	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness-direct.tex	first-order-logic	unit	prob#8	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	440	A Direct Proof of the Compactness Theorem	-	-	prob#8	154	158	162	820	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/compactness.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	defn=1;thm=1;ex=3;prob=3;proof=1	thm:compactness	thm:Compactness Theorem#thm:compactness	1	199	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	defn#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	-	defn#1	29	31	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	thm#1; label=thm:compactness	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	thm:compactness	thm#1; label=thm:compactness	33	42	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	-	prob#1	79	81	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	prob#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	-	prob#2	85	87	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	ex#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	-	ex#1	91	121	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	ex#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	-	ex#2	123	153	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	prob#3	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	-	prob#3	157	166	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/compactness.tex	first-order-logic	unit	ex#3	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	920	The Compactness Theorem	-	-	ex#3	170	196	200	1428	dependency_only	dependency_support	FormalOLP/ModelTheory/Basic.lean	FormalOLP/ModelTheory/Basic.lean:52-60	Compactness is imported through Mathlib and exposed as a support theorem; no native OLP completeness proof is present.
first-order-logic/completeness/complete-consistent-sets.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	880	Complete Consistent Sets of \usetoken{P	defn=1;prop=1;prob=2;proof=1;explain=2	def:complete-set;prop:ccs;prop:ccs-prov-in;prop:ccs-and;prop:ccs-or;prop:ccs-if	defn:Complete set#def:complete-set;prop:_#prop:ccs,prop:ccs-prov-in,prop:ccs-and,prop:ccs-or,prop:ccs-if	1	223	224	1389	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/complete-consistent-sets.tex	first-order-logic	unit	defn#1; label=def:complete-set	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	880	Complete Consistent Sets of \usetoken{P	-	def:complete-set	defn#1; label=def:complete-set	19	23	224	1389	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/complete-consistent-sets.tex	first-order-logic	unit	prop#1; label=prop:ccs	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	880	Complete Consistent Sets of \usetoken{P	-	prop:ccs	prop#1; label=prop:ccs	60	76	224	1389	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/complete-consistent-sets.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	880	Complete Consistent Sets of \usetoken{P	-	-	prob#1	212	214	224	1389	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/complete-consistent-sets.tex	first-order-logic	unit	prob#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	880	Complete Consistent Sets of \usetoken{P	-	-	prob#2	218	220	224	1389	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/completeness-thm.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	454	The Completeness Theorem	thm=1;cor=1;prob=4;proof=2;explain=1	thm:completeness;cor:completeness	thm:Completeness Theorem#thm:completeness;cor:Completeness Theorem, Second Version#cor:completeness	1	125	126	720	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/completeness-thm.tex	first-order-logic	unit	thm#1; label=thm:completeness	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	454	The Completeness Theorem	-	thm:completeness	thm#1; label=thm:completeness	19	23	126	720	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/completeness-thm.tex	first-order-logic	unit	cor#1; label=cor:completeness	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	454	The Completeness Theorem	-	cor:completeness	cor#1; label=cor:completeness	51	55	126	720	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/completeness-thm.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	454	The Completeness Theorem	-	-	prob#1	84	88	126	720	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/completeness-thm.tex	first-order-logic	unit	prob#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	454	The Completeness Theorem	-	-	prob#2	92	96	126	720	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/completeness-thm.tex	first-order-logic	unit	prob#3	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	454	The Completeness Theorem	-	-	prob#3	100	109	126	720	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/completeness-thm.tex	first-order-logic	unit	prob#4	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	454	The Completeness Theorem	-	-	prob#4	113	122	126	720	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/completeness.tex	first-order-logic	chapter	section	selected	first-order-logic;propositional-logic	first-order-logic/first-order-logic.tex;propositional-logic/propositional-logic.tex	11	0	yes	8	fol;pl	-	-	-	1	42	43	68	structural_container	aggregator	-	-	Aggregator/editorial import container; child source files are audited separately.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	defn=2;prop=1;lem=2;prob=3;proof=3;explain=2	defn:termmodel;lem:val-in-termmodel;prop:quant-termmodel;lem:truth	defn:Term model#defn:termmodel;defn:_#defn:termmodel;prop:_#prop:quant-termmodel;lem:_#lem:val-in-termmodel;lem:Truth Lemma#lem:truth	1	279	280	1697	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	defn#1; label=defn:termmodel	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	defn:termmodel	defn#1; label=defn:termmodel	37	61	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	defn#2; label=defn:termmodel	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	defn:termmodel	defn#2; label=defn:termmodel	63	72	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	lem#1; label=lem:val-in-termmodel	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	lem:val-in-termmodel	lem#1; label=lem:val-in-termmodel	78	81	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	prop#1; label=prop:quant-termmodel	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	prop:quant-termmodel	prop#1; label=prop:quant-termmodel	116	125	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	-	prob#1	158	160	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	lem#2; label=lem:truth	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	lem:truth	lem#2; label=lem:truth	163	166	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	prob#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	-	prob#2	265	267	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/construction-of-model.tex	first-order-logic	unit	prob#3	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	704	Construction of a Model	-	-	prob#3	273	275	280	1697	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/downward-ls.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	303	"The L\""owenheim--Skolem Theorem"	thm=2;ex=1;proof=2	thm:downward-ls;noidentity-ls	thm:_#thm:downward-ls;thm:_#noidentity-ls;ex:Skolem's Paradox	1	63	64	413	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/downward-ls.tex	first-order-logic	unit	thm#1; label=thm:downward-ls	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	303	"The L\""owenheim--Skolem Theorem"	-	thm:downward-ls	thm#1; label=thm:downward-ls	20	24	64	413	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/downward-ls.tex	first-order-logic	unit	thm#2; label=noidentity-ls	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	303	"The L\""owenheim--Skolem Theorem"	-	noidentity-ls	thm#2; label=noidentity-ls	33	38	64	413	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/downward-ls.tex	first-order-logic	unit	ex#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	303	"The L\""owenheim--Skolem Theorem"	-	-	ex#1	48	61	64	413	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/henkin-expansions.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	673	Henkin Expansion	defn=2;prop=2;lem=1;proof=2;explain=2	prop:lang-exp;defn:henkin-exp;lem:henkin;prop:saturated-instances	defn:Saturated set;defn:_#defn:henkin-exp;prop:_#prop:lang-exp;prop:_#prop:saturated-instances;lem:_#lem:henkin	1	213	214	1369	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/henkin-expansions.tex	first-order-logic	unit	prop#1; label=prop:lang-exp	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	673	Henkin Expansion	-	prop:lang-exp	prop#1; label=prop:lang-exp	32	37	214	1369	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/henkin-expansions.tex	first-order-logic	unit	defn#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	673	Henkin Expansion	-	-	defn#1	39	47	214	1369	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/henkin-expansions.tex	first-order-logic	unit	defn#2; label=defn:henkin-exp	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	673	Henkin Expansion	-	defn:henkin-exp	defn#2; label=defn:henkin-exp	51	68	214	1369	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/henkin-expansions.tex	first-order-logic	unit	lem#1; label=lem:henkin	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	673	Henkin Expansion	-	lem:henkin	lem#1; label=lem:henkin	70	74	214	1369	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/henkin-expansions.tex	first-order-logic	unit	prop#2; label=prop:saturated-instances	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	673	Henkin Expansion	-	prop:saturated-instances	prop#2; label=prop:saturated-instances	160	168	214	1369	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	defn=3;prop=2;lem=2;prob=2;proof=4;explain=2;digress=1	prop:approx-equiv;defn:term-model-factor;lem:val-in-termmodel-factored;lem:truth	defn:_#defn:term-model-factor;prop:_#prop:approx-equiv;lem:_#lem:val-in-termmodel-factored;lem:_#lem:truth	1	205	206	1278	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/identity.tex	first-order-logic	unit	defn#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	-	defn#1	26	33	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	prop#1; label=prop:approx-equiv	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	prop:approx-equiv	prop#1; label=prop:approx-equiv	35	55	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	prob#1	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	-	prob#1	82	84	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	defn#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	-	defn#2	86	94	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	defn#3; label=defn:term-model-factor	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	defn:term-model-factor	defn#3; label=defn:term-model-factor	96	111	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	prop#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	-	prop#2	135	153	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	lem#1; label=lem:val-in-termmodel-factored	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	lem:val-in-termmodel-factored	lem#1; label=lem:val-in-termmodel-factored	162	166	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	prob#2	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	-	prob#2	171	173	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/identity.tex	first-order-logic	unit	lem#2; label=lem:truth	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	461	Identity	-	lem:truth	lem#2; label=lem:truth	175	179	206	1278	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
first-order-logic/completeness/introduction.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	471	Introduction	quote=1	-	-	1	75	76	575	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/lindenbaums-lemma.tex	first-order-logic	section	section	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	403	Lindenbaum's Lemma	lem=1;proof=1;explain=1	lem:lindenbaum	lem:Lindenbaum's Lemma#lem:lindenbaum	1	99	100	642	missing	no_native_match_found	-	-	No active FormalOLP declaration was found for this substantive source section.
first-order-logic/completeness/lindenbaums-lemma.tex	first-order-logic	unit	lem#1; label=lem:lindenbaum	selected	first-order-logic;propositional-logic	first-order-logic/completeness/completeness.tex	0	0	yes	403	Lindenbaum's Lemma	-	lem:lindenbaum	lem#1; label=lem:lindenbaum	27	31	100	642	missing	no_native_match_found	-	-	No active declaration was found for this source unit.
